make,model,location,price,body_type,type,doors,mileage,first_registration,gearbox,fuel_type,colour,seller,seats,engine_size,gears,drivetrain,cylinders,comfort_convenience,entertainment_media,safety_security,extras,empty_weight,emission_class,upholstery,power_kw,power_hp,consumption_comb
Volvo,New,DE,52750.0,Station wagon,Used,5.0,44191.0,5,Automatic,Electric,Light,Dealer,5.0,1969.0,8.0,4WD,4.0,30,11,29,13,2093.0,Euro 6d-TEMP,Full leather,288.0,392.0,2.0
Volvo,New,DE,37100.0,Station wagon,Used,5.0,59362.0,4,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,25,13,30,12,2000.0,Euro 6,Full leather,140.0,190.0,5.3
Volvo,New,DE,49900.0,Station wagon,Employee's car,5.0,23000.0,2,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,25,12,24,10,1864.0,Euro 6d,Full leather,145.0,197.0,5.0
Volvo,New,BE,31995.0,Station wagon,Used,5.0,42813.0,3,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,21,9,26,6,1755.0,Euro 6d-TEMP,Part leather,110.0,150.0,5.6
Volvo,New,DE,66970.0,Station wagon,Employee's car,5.0,21600.0,2,Automatic,Electric,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,25,8,25,7,2100.0,Euro 6d,Full leather,288.0,392.0,1.7
Volvo,New,DE,73450.0,Station wagon,Demonstration,5.0,12500.0,2,Automatic,Electric,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,25,7,25,5,2100.0,Euro 6d,Full leather,251.0,341.0,1.7
Volvo,Old,DE,41700.0,Station wagon,Used,4.0,105000.0,7,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,28,12,26,12,1906.0,Euro 6,Full leather,173.0,235.0,4.9
Volvo,New,DE,33949.0,Station wagon,Used,5.0,74500.0,4,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,23,14,26,11,1793.0,Euro 6d-TEMP,Full leather,140.0,190.0,4.8
Volvo,New,DE,31980.0,Station wagon,Used,5.0,36200.0,4,Automatic,Benzine,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,19,10,22,4,1903.0,Euro 6d-TEMP,Full leather,184.0,250.0,6.8
Volvo,New,DE,52450.0,Station wagon,Used,5.0,20626.0,3,Automatic,Electric,Light,Dealer,5.0,1969.0,8.0,4WD,4.0,28,11,29,12,2100.0,Euro 6d-TEMP,Full leather,251.0,341.0,1.7
Volvo,Old,DE,7980.0,Station wagon,Used,5.0,134441.0,15,Manual,Diesel,Dark,Dealer,5.0,1560.0,5.0,Front,4.0,8,2,10,1,1484.0,Euro 4,Cloth,80.0,109.0,5.0
Volvo,New,DE,33490.0,Station wagon,Used,5.0,27000.0,4,Automatic,Benzine,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,23,9,22,6,1708.0,Euro 6d-TEMP,Full leather,184.0,250.0,6.6
Volvo,New,DE,67270.0,Station wagon,Employee's car,5.0,21500.0,2,Automatic,Electric,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,25,8,25,6,2100.0,Euro 6d,Full leather,288.0,392.0,1.7
Volvo,New,ES,43190.0,Station wagon,Used,5.0,55442.0,3,Automatic,Diesel,Light,Dealer,5.0,1969.0,8.0,4WD,4.0,2,2,1,1,1842.0,Euro 6,Full leather,173.0,235.0,7.1
Volvo,Old,DE,27490.0,Station wagon,Used,5.0,57074.0,6,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,15,6,22,2,1660.0,Euro 6,Cloth,140.0,190.0,4.5
Volvo,New,DE,38550.0,Station wagon,Used,5.0,22165.0,3,Automatic,Benzine,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,22,10,21,5,2075.0,Euro 6d-TEMP,Cloth,228.0,310.0,7.4
Volvo,New,DE,41360.0,Station wagon,Used,5.0,56656.0,3,Automatic,Electric,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,20,10,16,4,2075.0,Euro 6d,Full leather,251.0,341.0,1.6
Volvo,New,DE,56350.0,Station wagon,Demonstration,5.0,2500.0,2,Automatic,Diesel,Light,Dealer,5.0,1969.0,8.0,Front,4.0,24,11,23,6,1803.0,Euro 6d,Part leather,145.0,197.0,4.7
Volvo,New,DE,46880.0,Station wagon,Used,5.0,13125.0,3,Automatic,Electric,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,20,11,24,4,2075.0,Euro 6d,Full leather,251.0,341.0,1.7
Volvo,New,DE,46800.0,Station wagon,Used,5.0,14547.0,4,Automatic,Electric,Others,Dealer,5.0,1969.0,8.0,4WD,4.0,22,10,28,14,2093.0,Euro 6d-TEMP,Part leather,223.0,303.0,2.0
Volvo,New,DE,37490.0,Station wagon,Used,5.0,27554.0,4,Automatic,Benzine,Others,Dealer,5.0,1969.0,8.0,4WD,4.0,16,9,20,3,1903.0,Euro 6d-TEMP,Full leather,228.0,310.0,7.2
Volvo,New,DE,37980.0,Station wagon,Used,5.0,28500.0,3,Automatic,Diesel,Others,Dealer,5.0,1969.0,8.0,4WD,4.0,20,11,21,2,1923.0,Euro 6d-TEMP,Cloth,140.0,190.0,5.1
Volvo,New,DE,45740.0,Station wagon,Used,5.0,19190.0,3,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,26,11,25,4,1874.0,Euro 6d-TEMP,Full leather,140.0,190.0,5.3
Volvo,New,DE,25690.0,Station wagon,Used,5.0,82092.0,4,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,22,8,23,3,1829.0,Euro 6d-TEMP,Cloth,110.0,150.0,4.6
Volvo,New,DE,38900.0,Station wagon,Used,5.0,70149.0,4,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,17,2,15,4,1882.0,Euro 6d-TEMP,Full leather,173.0,235.0,5.6
Volvo,New,BE,31750.0,Station wagon,Used,5.0,62758.0,3,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,6,2,2,2,2075.0,Euro 6d-TEMP,Full leather,110.0,150.0,4.8
Volvo,New,BE,21750.0,Station wagon,Used,5.0,72221.0,4,Manual,Diesel,Light,Dealer,5.0,1969.0,6.0,Front,4.0,6,2,2,2,1507.0,Euro 6,Full leather,88.0,120.0,3.6
Volvo,New,DE,36980.0,Station wagon,Used,5.0,33199.0,4,Automatic,Benzine,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,17,9,21,5,1903.0,Euro 6d-TEMP,Full leather,228.0,310.0,7.4
Volvo,New,ES,43900.0,Station wagon,Used,5.0,16365.0,3,Manual,Diesel,Dark,Dealer,5.0,2000.0,8.0,4WD,4.0,26,11,27,4,2075.0,Euro 6d-TEMP,Full leather,140.0,190.0,4.767000000000002
Volvo,New,DE,40690.0,Station wagon,Used,5.0,81874.0,5,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,22,10,22,3,2016.0,Euro 6d-TEMP,Full leather,173.0,235.0,5.6
Volvo,New,ES,29590.0,Station wagon,Used,5.0,51237.0,5,Automatic,Diesel,Light,Dealer,5.0,1969.0,8.0,Front,4.0,2,2,1,1,1906.0,Euro 6d-TEMP,Full leather,140.0,190.0,4.5
Volvo,Old,BE,28700.0,Station wagon,Used,5.0,48358.0,6,Automatic,Diesel,Others,Dealer,5.0,1969.0,8.0,Front,4.0,19,8,18,7,1660.0,Euro 6,Full leather,110.0,150.0,4.5
Volvo,New,DE,66890.0,Station wagon,Demonstration,5.0,3000.0,1,Automatic,Benzine,Others,Dealer,5.0,1969.0,8.0,4WD,4.0,25,10,26,6,1979.0,Euro 6d,Full leather,184.0,250.0,6.8
Volvo,New,DE,45980.0,Station wagon,Used,5.0,23574.0,2,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,21,11,22,2,1924.0,Euro 6d,Full leather,145.0,197.0,5.3
Volvo,New,DE,73470.0,Station wagon,Employee's car,5.0,11200.0,2,Automatic,Electric,Light,Dealer,5.0,1969.0,8.0,4WD,4.0,27,9,25,7,2100.0,Euro 6d,Full leather,288.0,392.0,1.7
Volvo,New,DE,37880.0,Station wagon,Used,5.0,29868.0,4,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,20,11,23,4,1854.0,Euro 6d-TEMP,Full leather,140.0,190.0,5.4
Volvo,New,ES,33000.0,Station wagon,Used,5.0,105881.0,5,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,1,11,3,3,1945.0,Euro 6,Full leather,140.0,190.0,4.58605577689243
Volvo,New,ES,38490.0,Station wagon,Used,5.0,36807.0,2,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,2,2,1,1,2100.0,Euro 6d-TEMP,Full leather,145.0,197.0,5.7
Volvo,New,BE,37500.0,Station wagon,Used,5.0,55000.0,3,Automatic,Diesel,Others,Dealer,5.0,1969.0,8.0,4WD,4.0,6,2,4,1,1923.0,Euro 6d-TEMP,Full leather,110.0,150.0,5.4
Volvo,New,DE,31980.0,Station wagon,Used,5.0,58449.0,5,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,19,10,23,2,1906.0,Euro 6d-TEMP,Full leather,140.0,190.0,4.8
Volvo,New,DE,38950.0,Station wagon,Used,5.0,84997.0,5,Automatic,Diesel,Light,Dealer,5.0,1969.0,8.0,Front,4.0,26,10,30,12,1759.0,Euro 6d-TEMP,Full leather,140.0,190.0,4.8
Volvo,New,DE,42900.0,Station wagon,Used,5.0,66000.0,3,Automatic,Benzine,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,22,6,24,10,2061.0,Euro 6d-TEMP,Full leather,186.0,253.0,1.7
Volvo,Old,ES,21190.0,Station wagon,Used,5.0,138421.0,6,Manual,Diesel,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,2,2,1,1,1660.0,Euro 6d-TEMP,Full leather,110.0,150.0,4.5
Volvo,New,DE,50480.0,Station wagon,Used,5.0,4750.0,3,Automatic,Benzine,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,23,11,26,3,1842.0,Euro 6d-TEMP,Full leather,228.0,310.0,7.6
Volvo,Old,BE,18750.0,Station wagon,Used,5.0,61677.0,6,Manual,Benzine,Light,Dealer,5.0,1969.0,6.0,Front,4.0,3,2,6,1,1423.0,Euro 6,Full leather,90.0,122.0,5.6
Volvo,New,BE,40900.0,Station wagon,Used,5.0,16463.0,3,Automatic,Electric,Others,Dealer,5.0,1969.0,8.0,Front,4.0,26,12,30,8,1777.0,Euro 6,Full leather,145.0,197.0,6.2
Volvo,New,DE,39400.0,Station wagon,Used,5.0,76663.0,5,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,24,10,29,13,2016.0,Euro 6d-TEMP,Full leather,173.0,235.0,5.6
Volvo,New,DE,36490.0,Station wagon,Used,5.0,29589.0,4,Automatic,Benzine,Others,Dealer,5.0,1969.0,8.0,4WD,4.0,22,11,29,16,1871.0,Euro 6,Part leather,184.0,250.0,6.8
Volvo,New,DE,33495.0,Station wagon,Used,5.0,50000.0,5,Automatic,Diesel,Others,Dealer,5.0,1969.0,8.0,Front,4.0,26,10,23,10,1844.0,Euro 6d-TEMP,Full leather,140.0,190.0,4.5
Volvo,New,DE,44990.0,Station wagon,Used,5.0,59900.0,2,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,26,13,22,7,1890.0,Euro 6d-TEMP,Full leather,173.0,235.0,5.6
Volvo,New,DE,32900.0,Station wagon,Used,5.0,66370.0,4,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,18,4,16,3,1864.0,Euro 6d-TEMP,Full leather,140.0,190.0,5.3
Volvo,New,ES,28935.0,Station wagon,Used,5.0,86676.0,3,Automatic,Diesel,Others,Dealer,5.0,2000.0,8.0,4WD,4.0,26,11,27,4,2075.0,Euro 6d-TEMP,Full leather,110.0,150.0,4.767000000000002
Volvo,New,DE,19975.0,Station wagon,Used,5.0,22365.0,4,Automatic,Benzine,Dark,Dealer,5.0,1498.0,6.0,Front,4.0,19,8,18,1,1531.0,Euro 6d-TEMP,Cloth,90.0,122.0,5.6
Volvo,New,DE,36750.0,Station wagon,Used,5.0,75124.0,5,Automatic,Diesel,Others,Dealer,5.0,1969.0,8.0,4WD,4.0,25,11,30,14,2000.0,Euro 6d-TEMP,Full leather,140.0,190.0,5.3
Volvo,New,DE,36900.0,Station wagon,Demonstration,5.0,85000.0,5,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,22,8,22,7,1906.0,Euro 6d-TEMP,Full leather,140.0,190.0,4.9
Volvo,Old,DE,8950.0,Station wagon,Used,4.0,168431.0,14,Manual,Benzine,Dark,Dealer,5.0,1798.0,6.0,Front,4.0,10,3,9,6,1468.0,Euro 4,Cloth,92.0,125.0,7.5
Volvo,New,DE,43990.0,Station wagon,Used,5.0,38000.0,4,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,21,11,18,7,1890.0,Euro 6d-TEMP,Part leather,173.0,235.0,5.6
Volvo,Old,DE,27990.0,Station wagon,Used,5.0,51044.0,6,Automatic,Diesel,Others,Dealer,5.0,1969.0,8.0,Front,4.0,15,6,23,2,1660.0,Euro 6,Cloth,140.0,190.0,4.5
Volvo,New,DE,36400.0,Station wagon,Used,5.0,19548.0,2,Automatic,Diesel,Others,Dealer,5.0,1969.0,8.0,Front,4.0,24,12,27,14,1803.0,Euro 6d,Cloth,145.0,197.0,3.710778443113767
Volvo,New,DE,31990.0,Station wagon,Used,5.0,45189.0,4,Automatic,Benzine,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,20,9,20,4,1903.0,Euro 6d-TEMP,Full leather,184.0,250.0,6.6
Volvo,New,DE,29980.0,Station wagon,Used,5.0,56000.0,3,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,24,11,25,13,1738.0,Euro 6d-TEMP,Full leather,110.0,150.0,4.6
Volvo,New,DE,18949.0,Station wagon,Used,5.0,41580.0,4,Manual,Benzine,Dark,Dealer,5.0,1969.0,6.0,Front,4.0,20,10,20,7,1507.0,Euro 6d-TEMP,Cloth,90.0,122.0,5.9
Volvo,New,DE,37490.0,Station wagon,Used,4.0,47700.0,5,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,21,12,27,10,1906.0,Euro 6d,Full leather,173.0,235.0,4.9
Volvo,New,ES,25790.0,Station wagon,Used,5.0,167420.0,5,Automatic,Diesel,Others,Dealer,5.0,1969.0,8.0,Front,4.0,2,2,1,2,1906.0,Euro 6d-TEMP,Full leather,140.0,190.0,4.5
Volvo,New,DE,40930.0,Station wagon,Demonstration,5.0,20750.0,2,Automatic,Benzine,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,23,11,22,4,1810.0,Euro 6d-TEMP,Full leather,145.0,197.0,6.2
Volvo,New,ES,30490.0,Station wagon,Used,5.0,44554.0,5,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,2,2,1,1,1906.0,Euro 6d-TEMP,Full leather,140.0,190.0,4.5
Volvo,New,ES,17590.0,Station wagon,Used,5.0,121425.0,5,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,3,2,1,1,1615.0,Euro 6d-TEMP,Full leather,110.0,150.0,4.3
Volvo,New,DE,29850.0,Station wagon,Used,5.0,64460.0,4,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,20,10,26,12,1752.0,Euro 6d-TEMP,Full leather,140.0,190.0,4.5
Volvo,New,DE,33950.0,Station wagon,Used,5.0,32968.0,4,Automatic,Benzine,Others,Dealer,5.0,1969.0,8.0,Front,4.0,18,8,20,5,1903.0,Euro 6d-TEMP,Full leather,184.0,250.0,6.6
Volvo,New,DE,32770.0,Station wagon,Used,5.0,57396.0,4,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,24,10,24,5,1829.0,Euro 6d-TEMP,Full leather,110.0,150.0,4.5
Volvo,New,BE,70100.0,Station wagon,Used,5.0,17500.0,1,Automatic,Electric,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,4,2,5,1,2100.0,Euro 6d-TEMP,Full leather,186.0,253.0,0.0
Volvo,New,ES,32590.0,Station wagon,Used,5.0,56904.0,3,Automatic,Diesel,Others,Dealer,5.0,1969.0,8.0,4WD,4.0,28,11,25,6,1874.0,Euro 6d-TEMP,Full leather,140.0,190.0,4.8
Volvo,New,DE,37690.0,Station wagon,Used,5.0,23400.0,2,Automatic,Diesel,Others,Dealer,5.0,1969.0,8.0,Front,4.0,22,10,16,4,1803.0,Euro 6d,Full leather,145.0,197.0,4.7
Volvo,New,DE,33980.0,Station wagon,Used,5.0,85869.0,5,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,20,11,19,3,1945.0,Euro 6,Full leather,140.0,190.0,5.2
Volvo,New,DE,35440.0,Station wagon,Used,5.0,43301.0,4,Automatic,Benzine,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,25,8,24,13,1793.0,Euro 6,Part leather,140.0,190.0,4.6
Volvo,New,DE,31980.0,Station wagon,Used,5.0,27116.0,3,Automatic,Diesel,Others,Dealer,5.0,1969.0,8.0,Front,4.0,19,11,20,2,1741.0,Euro 6d-TEMP,Cloth,110.0,150.0,4.6
Volvo,New,DE,40950.0,Station wagon,Used,5.0,39064.0,4,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,24,10,26,7,1996.0,Euro 6d-TEMP,Full leather,173.0,235.0,5.6
Volvo,New,DE,36580.0,Station wagon,Used,5.0,62326.0,5,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,23,11,26,4,2000.0,Euro 6d-TEMP,Full leather,140.0,190.0,5.2
Volvo,New,DE,35270.0,Station wagon,Used,5.0,28168.0,4,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,19,11,25,4,1793.0,Euro 6d-TEMP,Full leather,140.0,190.0,4.8
Volvo,New,DE,43690.0,Station wagon,Used,5.0,20532.0,2,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,20,7,23,2,2100.0,Euro 6d,Full leather,145.0,197.0,5.0
Volvo,New,DE,34900.0,Station wagon,Demonstration,5.0,35000.0,4,Manual,Diesel,Dark,Dealer,5.0,1969.0,6.0,Front,4.0,20,6,18,6,1796.0,Euro 6d,Cloth,110.0,150.0,4.4
Volvo,New,DE,64880.0,Station wagon,Used,5.0,5964.0,2,Automatic,Electric,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,25,11,24,3,2100.0,Euro 6d,Full leather,186.0,253.0,1.7
Volvo,New,DE,40490.0,Station wagon,Demonstration,5.0,23500.0,3,Automatic,Diesel,Light,Dealer,5.0,1969.0,8.0,Front,4.0,23,10,25,3,2075.0,Euro 6d-TEMP,Full leather,147.0,200.0,4.5
Volvo,New,DE,29790.0,Station wagon,Used,5.0,41864.0,4,Manual,Diesel,Dark,Dealer,5.0,1969.0,6.0,Front,4.0,17,9,20,2,1796.0,Euro 6d-TEMP,Cloth,110.0,150.0,4.4
Volvo,New,DE,33970.0,Station wagon,Used,5.0,70238.0,5,Automatic,Diesel,Light,Dealer,5.0,1969.0,6.0,4WD,4.0,19,9,23,3,1832.0,Euro 6,Full leather,173.0,235.0,4.5
Volvo,New,DE,55990.0,Station wagon,Demonstration,5.0,7000.0,2,Automatic,Electric,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,22,9,23,8,2096.0,Euro 6d,Part leather,186.0,253.0,1.7
Volvo,New,DE,39890.0,Station wagon,Used,5.0,73800.0,4,Automatic,Benzine,Light,Dealer,5.0,1969.0,8.0,4WD,4.0,27,11,25,5,1812.0,Euro 6d-TEMP,Full leather,228.0,310.0,7.2
Volvo,New,BE,38800.0,Station wagon,Used,5.0,29136.0,3,Automatic,Benzine,Light,Dealer,5.0,1969.0,8.0,4WD,4.0,16,5,15,2,2075.0,Euro 6d-TEMP,Full leather,140.0,190.0,6.9
Volvo,New,DE,38390.0,Station wagon,Used,5.0,14104.0,2,Automatic,Diesel,Others,Dealer,5.0,1969.0,8.0,Front,4.0,20,9,20,4,1803.0,Euro 6d,Cloth,145.0,197.0,4.7
Volvo,New,DE,29750.0,Station wagon,Used,5.0,75027.0,4,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,20,10,26,12,1752.0,Euro 6d-TEMP,Full leather,140.0,190.0,4.5
Volvo,New,DE,47630.0,Station wagon,Used,5.0,8244.0,2,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,22,11,25,4,1924.0,Euro 6d,Full leather,145.0,197.0,5.3
Volvo,New,DE,53690.0,Station wagon,Used,5.0,17200.0,2,Automatic,Benzine,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,20,2,20,2,1930.0,Euro 6d,Full leather,184.0,250.0,7.0
Volvo,New,DE,33660.0,Station wagon,Used,5.0,14967.0,3,Automatic,Benzine,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,20,11,23,2,1703.0,Euro 6d-TEMP,Cloth,140.0,190.0,6.8
Volvo,New,ES,38890.0,Station wagon,Used,5.0,47744.0,3,Automatic,Diesel,Light,Dealer,5.0,1969.0,8.0,4WD,4.0,2,2,1,1,1842.0,Euro 6,Full leather,140.0,190.0,5.3
Volvo,New,DE,27980.0,Station wagon,Used,5.0,65504.0,4,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,19,9,21,6,1741.0,Euro 6d,Cloth,110.0,150.0,4.6
Volvo,New,DE,39890.0,Station wagon,Used,5.0,26515.0,4,Automatic,Diesel,Others,Dealer,5.0,1969.0,8.0,Front,4.0,21,10,22,4,1906.0,Euro 6d-TEMP,Full leather,140.0,190.0,4.8
Volvo,New,DE,59890.0,Station wagon,Used,5.0,2620.0,2,Automatic,Electric,Light,Dealer,5.0,1969.0,8.0,4WD,4.0,22,11,23,3,2100.0,Euro 6d,Full leather,186.0,253.0,1.7
Volvo,New,ES,35500.0,Station wagon,Used,5.0,42950.0,2,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,1,9,4,4,1733.0,Euro 6d-TEMP,Full leather,145.0,197.0,4.5
Volvo,New,DE,45890.0,Station wagon,Used,5.0,26729.0,3,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,17,11,23,3,1890.0,Euro 6d-TEMP,Full leather,173.0,235.0,5.6
Volvo,New,DE,49950.0,Station wagon,Demonstration,5.0,15000.0,2,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,26,12,31,15,1827.0,Euro 6d-TEMP,Part leather,140.0,190.0,4.9
Volvo,New,DE,32700.0,Station wagon,Used,5.0,46768.0,3,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,23,12,27,13,1738.0,Euro 6d-TEMP,Full leather,110.0,150.0,4.767000000000002
Volvo,New,DE,37490.0,Station wagon,Used,5.0,15278.0,2,Automatic,Benzine,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,20,9,15,4,1777.0,Euro 6d,Cloth,145.0,197.0,6.5
Volvo,New,ES,44890.0,Station wagon,Used,5.0,28685.0,3,Automatic,Diesel,Light,Dealer,5.0,1969.0,8.0,4WD,4.0,2,2,1,1,1842.0,Euro 6,Full leather,140.0,190.0,5.6
Volvo,New,DE,33880.0,Station wagon,Used,5.0,78502.0,5,Automatic,Diesel,Light,Dealer,5.0,1969.0,8.0,4WD,4.0,16,8,17,3,1945.0,Euro 6,Full leather,140.0,190.0,5.2
Volvo,New,ES,37300.0,Station wagon,Used,5.0,89102.0,4,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,2,2,30,1,1882.0,Euro 6,Full leather,140.0,190.0,5.3
Volvo,New,DE,39900.0,Station wagon,Demonstration,5.0,49000.0,5,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,20,4,13,4,1927.0,Euro 6,Full leather,173.0,235.0,4.9
Volvo,New,DE,35950.0,Station wagon,Used,5.0,13655.0,3,Automatic,Benzine,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,18,7,19,5,2075.0,Euro 6d-TEMP,Full leather,184.0,250.0,6.6
Volvo,New,BE,19999.0,Station wagon,Used,5.0,48875.0,5,Manual,Benzine,Dark,Dealer,5.0,1969.0,6.0,Front,4.0,6,2,3,1,1546.0,Euro 6,Full leather,90.0,122.0,5.9
Volvo,New,ES,30890.0,Station wagon,Used,5.0,91722.0,4,Automatic,Diesel,Light,Dealer,5.0,1969.0,8.0,4WD,4.0,3,2,1,1,1762.0,Euro 6d,Full leather,140.0,190.0,5.1
Volvo,New,DE,40900.0,Station wagon,Used,4.0,12300.0,2,Automatic,Diesel,Others,Dealer,5.0,1969.0,8.0,Front,4.0,23,13,25,10,1803.0,Euro 6d,Full leather,145.0,197.0,4.7
Volvo,New,DE,52950.0,Station wagon,Demonstration,5.0,54550.0,3,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,22,14,21,9,1996.0,Euro 6d-TEMP,Full leather,173.0,235.0,5.6
Volvo,New,DE,22590.0,Station wagon,Used,5.0,39378.0,5,Automatic,Benzine,Light,Dealer,5.0,1498.0,6.0,Front,4.0,20,12,16,8,1554.0,Euro 6,Full leather,112.0,152.0,5.5
Volvo,New,DE,38390.0,Station wagon,Used,5.0,15658.0,2,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,20,9,19,4,1803.0,Euro 6d,Cloth,145.0,197.0,4.7
Volvo,New,DE,40790.0,Station wagon,Used,5.0,12585.0,2,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,Front,4.0,18,9,19,1,1803.0,Euro 6d,Full leather,145.0,197.0,5.5
Volvo,New,DE,39990.0,Station wagon,Demonstration,5.0,6653.0,1,Automatic,Benzine,Light,Dealer,5.0,1969.0,8.0,Front,4.0,24,13,22,14,1777.0,Euro 6d,Part leather,145.0,197.0,6.5
Volvo,New,DE,46490.0,Station wagon,Demonstration,5.0,12365.0,2,Automatic,Diesel,Light,Dealer,5.0,1969.0,8.0,Front,4.0,23,11,29,18,1752.0,Euro 6d-TEMP,Part leather,140.0,190.0,4.5
Volvo,New,DE,20980.0,Station wagon,Used,5.0,52987.0,4,Manual,Diesel,Dark,Dealer,5.0,1969.0,6.0,Front,4.0,19,8,17,2,1507.0,Euro 6d-TEMP,Cloth,88.0,120.0,4.6
Volvo,New,DE,32980.0,Station wagon,Used,5.0,49844.0,3,Automatic,Diesel,Light,Dealer,5.0,1969.0,8.0,Front,4.0,18,9,23,6,1840.0,Euro 6,Part leather,140.0,190.0,4.767000000000001
Volvo,New,ES,33690.0,Station wagon,Used,5.0,111126.0,3,Automatic,Diesel,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,2,2,1,1,1842.0,Euro 6,Full leather,140.0,190.0,5.3
Volvo,New,DE,37790.0,Station wagon,Used,5.0,19919.0,2,Automatic,Diesel,Others,Dealer,5.0,1969.0,8.0,Front,4.0,20,9,20,4,1803.0,Euro 6d,Part leather,145.0,197.0,4.7
Volvo,New,DE,48880.0,Station wagon,Used,5.0,82084.0,4,Automatic,Electric,Dark,Dealer,5.0,1969.0,8.0,4WD,4.0,21,11,22,7,2093.0,Euro 6d-TEMP,Full leather,300.0,408.0,1.9
